# r(a.u.)  R_2s  R_3s  R_4s  R_2p  R_3p  R_3d
  2.66492433652103E+01  -2.01645387599160E-05   1.69899455782296E-02  -1.96928653431140E-01   2.19564023760240E-04  -3.96351501443492E-02   2.36347073825386E-02
  2.66567438277392E+01  -2.00841826405668E-05   1.69565582985578E-02  -1.96794322471902E-01   2.18861000893892E-04  -3.95722797181713E-02   2.35955991365625E-02
  2.66642442902681E+01  -2.00041439689428E-05   1.69232322297613E-02  -1.96659977800348E-01   2.18160194708050E-04  -3.95094976362820E-02   2.35565500111879E-02
  2.66717447527970E+01  -1.99244215037002E-05   1.68899672716180E-02  -1.96525619659186E-01   2.17461598344214E-04  -3.94468038018859E-02   2.35175599302363E-02
  2.66792452153260E+01  -1.98450140082908E-05   1.68567633240360E-02  -1.96391248290678E-01   2.16765204964602E-04  -3.93841981182237E-02   2.34786288175950E-02
  2.66867456778549E+01  -1.97659202509435E-05   1.68236202870539E-02  -1.96256863936635E-01   2.16071007752094E-04  -3.93216804885723E-02   2.34397565972172E-02
  2.66942461403838E+01  -1.96871390046462E-05   1.67905380608406E-02  -1.96122466838423E-01   2.15378999910165E-04  -3.92592508162451E-02   2.34009431931222E-02
  2.67017466029127E+01  -1.96086690471277E-05   1.67575165456951E-02  -1.95988057236955E-01   2.14689174662831E-04  -3.91969090045919E-02   2.33621885293949E-02
  2.67092470654416E+01  -1.95305091608396E-05   1.67245556420464E-02  -1.95853635372701E-01   2.14001525254583E-04  -3.91346549569997E-02   2.33234925301864E-02
  2.67167475279705E+01  -1.94526581329384E-05   1.66916552504537E-02  -1.95719201485681E-01   2.13316044950331E-04  -3.90724885768924E-02   2.32848551197137E-02
  2.67242479904994E+01  -1.93751147552673E-05   1.66588152716063E-02  -1.95584755815467E-01   2.12632727035342E-04  -3.90104097677310E-02   2.32462762222598E-02
  2.67317484530283E+01  -1.92978778243389E-05   1.66260356063231E-02  -1.95450298601188E-01   2.11951564815184E-04  -3.89484184330141E-02   2.32077557621737E-02
  2.67392489155572E+01  -1.92209461413168E-05   1.65933161555530E-02  -1.95315830081522E-01   2.11272551615661E-04  -3.88865144762780E-02   2.31692936638707E-02
  2.67467493780861E+01  -1.91443185119985E-05   1.65606568203746E-02  -1.95181350494704E-01   2.10595680782758E-04  -3.88246978010966E-02   2.31308898518318E-02
  2.67542498406150E+01  -1.90679937467972E-05   1.65280575019964E-02  -1.95046860078521E-01   2.09920945682578E-04  -3.87629683110821E-02   2.30925442506046E-02
  2.67617503031439E+01  -1.89919706607244E-05   1.64955181017563E-02  -1.94912359070317E-01   2.09248339701289E-04  -3.87013259098849E-02   2.30542567848025E-02
  2.67692507656729E+01  -1.89162480733726E-05   1.64630385211218E-02  -1.94777847706989E-01   2.08577856245060E-04  -3.86397705011936E-02   2.30160273791052E-02
  2.67767512282018E+01  -1.88408248088978E-05   1.64306186616900E-02  -1.94643326224989E-01   2.07909488740002E-04  -3.85783019887357E-02   2.29778559582587E-02
  2.67842516907307E+01  -1.87656996960016E-05   1.63982584251871E-02  -1.94508794860325E-01   2.07243230632114E-04  -3.85169202762773E-02   2.29397424470751E-02
  2.67917521532596E+01  -1.86908715679146E-05   1.63659577134690E-02  -1.94374253848562E-01   2.06579075387222E-04  -3.84556252676238E-02   2.29016867704328E-02
  2.67992526157885E+01  -1.86163392623788E-05   1.63337164285206E-02  -1.94239703424818E-01   2.05917016490919E-04  -3.83944168666194E-02   2.28636888532767E-02
  2.68067530783174E+01  -1.85421016216303E-05   1.63015344724562E-02  -1.94105143823771E-01   2.05257047448511E-04  -3.83332949771481E-02   2.28257486206176E-02
  2.68142535408463E+01  -1.84681574923824E-05   1.62694117475191E-02  -1.93970575279653E-01   2.04599161784957E-04  -3.82722595031333E-02   2.27878659975330E-02
  2.68217540033752E+01  -1.83945057258084E-05   1.62373481560815E-02  -1.93835998026255E-01   2.03943353044809E-04  -3.82113103485381E-02   2.27500409091667E-02
  2.68292544659041E+01  -1.83211451775246E-05   1.62053436006448E-02  -1.93701412296925E-01   2.03289614792160E-04  -3.81504474173657E-02   2.27122732807287E-02
  2.68367549284330E+01  -1.82480747075735E-05   1.61733979838392E-02  -1.93566818324567E-01   2.02637940610581E-04  -3.80896706136594E-02   2.26745630374957E-02
  2.68442553909619E+01  -1.81752931804068E-05   1.61415112084238E-02  -1.93432216341645E-01   2.01988324103070E-04  -3.80289798415029E-02   2.26369101048106E-02
  2.68517558534908E+01  -1.81027994648687E-05   1.61096831772861E-02  -1.93297606580181E-01   2.01340758891988E-04  -3.79683750050205E-02   2.25993144080828E-02
  2.68592563160197E+01  -1.80305924341788E-05   1.60779137934428E-02  -1.93162989271757E-01   2.00695238619007E-04  -3.79078560083769E-02   2.25617758727884E-02
  2.68667567785487E+01  -1.79586709659160E-05   1.60462029600387E-02  -1.93028364647511E-01   2.00051756945052E-04  -3.78474227557780E-02   2.25242944244698E-02
  2.68742572410776E+01  -1.78870339420015E-05   1.60145505803475E-02  -1.92893732938142E-01   1.99410307550244E-04  -3.77870751514708E-02   2.24868699887360E-02
  2.68817577036065E+01  -1.78156802486822E-05   1.59829565577711E-02  -1.92759094373911E-01   1.98770884133843E-04  -3.77268130997434E-02   2.24495024912626E-02
  2.68892581661354E+01  -1.77446087765145E-05   1.59514207958397E-02  -1.92624449184636E-01   1.98133480414196E-04  -3.76666365049254E-02   2.24121918577916E-02
  2.68967586286643E+01  -1.76738184203475E-05   1.59199431982120E-02  -1.92489797599696E-01   1.97498090128672E-04  -3.76065452713881E-02   2.23749380141319E-02
  2.69042590911932E+01  -1.76033080793069E-05   1.58885236686749E-02  -1.92355139848032E-01   1.96864707033618E-04  -3.75465393035446E-02   2.23377408861588E-02
  2.69117595537221E+01  -1.75330766567788E-05   1.58571621111432E-02  -1.92220476158145E-01   1.96233324904293E-04  -3.74866185058501E-02   2.23006003998142E-02
  2.69192600162510E+01  -1.74631230603928E-05   1.58258584296600E-02  -1.92085806758099E-01   1.95603937534818E-04  -3.74267827828017E-02   2.22635164811069E-02
  2.69267604787799E+01  -1.73934462020066E-05   1.57946125283962E-02  -1.91951131875516E-01   1.94976538738118E-04  -3.73670320389392E-02   2.22264890561123E-02
  2.69342609413088E+01  -1.73240449976895E-05   1.57634243116506E-02  -1.91816451737586E-01   1.94351122345868E-04  -3.73073661788448E-02   2.21895180509723E-02
  2.69417614038377E+01  -1.72549183677063E-05   1.57322936838501E-02  -1.91681766571056E-01   1.93727682208438E-04  -3.72477851071433E-02   2.21526033918959E-02
  2.69492618663666E+01  -1.71860652365014E-05   1.57012205495488E-02  -1.91547076602238E-01   1.93106212194838E-04  -3.71882887285025E-02   2.21157450051585E-02
  2.69567623288956E+01  -1.71174845326826E-05   1.56702048134291E-02  -1.91412382057009E-01   1.92486706192662E-04  -3.71288769476334E-02   2.20789428171025E-02
  2.69642627914245E+01  -1.70491751890058E-05   1.56392463803004E-02  -1.91277683160806E-01   1.91869158108033E-04  -3.70695496692901E-02   2.20421967541370E-02
  2.69717632539534E+01  -1.69811361423584E-05   1.56083451551000E-02  -1.91142980138633E-01   1.91253561865553E-04  -3.70103067982701E-02   2.20055067427378E-02
  2.69792637164823E+01  -1.69133663337442E-05   1.55775010428924E-02  -1.91008273215055E-01   1.90639911408241E-04  -3.69511482394146E-02   2.19688727094478E-02
  2.69867641790112E+01  -1.68458647082672E-05   1.55467139488695E-02  -1.90873562614205E-01   1.90028200697488E-04  -3.68920738976085E-02   2.19322945808764E-02
  2.69942646415401E+01  -1.67786302151164E-05   1.55159837783506E-02  -1.90738848559778E-01   1.89418423712993E-04  -3.68330836777806E-02   2.18957722837003E-02
  2.70017651040690E+01  -1.67116618075498E-05   1.54853104367818E-02  -1.90604131275035E-01   1.88810574452718E-04  -3.67741774849041E-02   2.18593057446625E-02
  2.70092655665979E+01  -1.66449584428789E-05   1.54546938297368E-02  -1.90469410982804E-01   1.88204646932828E-04  -3.67153552239961E-02   2.18228948905735E-02
  2.70167660291268E+01  -1.65785190824536E-05   1.54241338629159E-02  -1.90334687905478E-01   1.87600635187641E-04  -3.66566168001185E-02   2.17865396483104E-02
  2.70242664916557E+01  -1.65123426916465E-05   1.53936304421465E-02  -1.90199962265015E-01   1.86998533269574E-04  -3.65979621183776E-02   2.17502399448171E-02
  2.70317669541846E+01  -1.64464282398373E-05   1.53631834733829E-02  -1.90065234282941E-01   1.86398335249088E-04  -3.65393910839245E-02   2.17139957071047E-02
  2.70392674167135E+01  -1.63807747003983E-05   1.53327928627061E-02  -1.89930504180349E-01   1.85800035214636E-04  -3.64809036019555E-02   2.16778068622513E-02
  2.70467678792425E+01  -1.63153810506780E-05   1.53024585163237E-02  -1.89795772177899E-01   1.85203627272610E-04  -3.64224995777118E-02   2.16416733374018E-02
  2.70542683417714E+01  -1.62502462719870E-05   1.52721803405701E-02  -1.89661038495818E-01   1.84609105547289E-04  -3.63641789164801E-02   2.16055950597682E-02
  2.70617688043003E+01  -1.61853693495822E-05   1.52419582419062E-02  -1.89526303353903E-01   1.84016464180785E-04  -3.63059415235924E-02   2.15695719566294E-02
  2.70692692668292E+01  -1.61207492726520E-05   1.52117921269191E-02  -1.89391566971516E-01   1.83425697332990E-04  -3.62477873044263E-02   2.15336039553314E-02
  2.70767697293581E+01  -1.60563850343012E-05   1.51816819023224E-02  -1.89256829567592E-01   1.82836799181526E-04  -3.61897161644055E-02   2.14976909832874E-02
  2.70842701918870E+01  -1.59922756315360E-05   1.51516274749562E-02  -1.89122091360631E-01   1.82249763921691E-04  -3.61317280089995E-02   2.14618329679775E-02
  2.70917706544159E+01  -1.59284200652493E-05   1.51216287517863E-02  -1.88987352568705E-01   1.81664585766407E-04  -3.60738227437237E-02   2.14260298369487E-02
  2.70992711169448E+01  -1.58648173402056E-05   1.50916856399051E-02  -1.88852613409455E-01   1.81081258946167E-04  -3.60160002741402E-02   2.13902815178155E-02
  2.71067715794737E+01  -1.58014664650261E-05   1.50617980465307E-02  -1.88717874100092E-01   1.80499777708988E-04  -3.59582605058573E-02   2.13545879382592E-02
  2.71142720420026E+01  -1.57383664521746E-05   1.50319658790073E-02  -1.88583134857397E-01   1.79920136320351E-04  -3.59006033445300E-02   2.13189490260284E-02
  2.71217725045315E+01  -1.56755163179420E-05   1.50021890448048E-02  -1.88448395897724E-01   1.79342329063158E-04  -3.58430286958600E-02   2.12833647089385E-02
  2.71292729670604E+01  -1.56129150824323E-05   1.49724674515189E-02  -1.88313657436995E-01   1.78766350237677E-04  -3.57855364655961E-02   2.12478349148725E-02
  2.71367734295893E+01  -1.55505617695477E-05   1.49428010068712E-02  -1.88178919690706E-01   1.78192194161488E-04  -3.57281265595342E-02   2.12123595717803E-02
  2.71442738921183E+01  -1.54884554069741E-05   1.49131896187085E-02  -1.88044182873925E-01   1.77619855169436E-04  -3.56707988835171E-02   2.11769386076789E-02
  2.71517743546472E+01  -1.54265950261668E-05   1.48836331950035E-02  -1.87909447201290E-01   1.77049327613581E-04  -3.56135533434355E-02   2.11415719506527E-02
  2.71592748171761E+01  -1.53649796623360E-05   1.48541316438540E-02  -1.87774712887013E-01   1.76480605863142E-04  -3.55563898452274E-02   2.11062595288531E-02
  2.71667752797050E+01  -1.53036083544324E-05   1.48246848734834E-02  -1.87639980144881E-01   1.75913684304450E-04  -3.54993082948786E-02   2.10710012704987E-02
  2.71742757422339E+01  -1.52424801451328E-05   1.47952927922401E-02  -1.87505249188250E-01   1.75348557340899E-04  -3.54423085984228E-02   2.10357971038757E-02
  2.71817762047628E+01  -1.51815940808263E-05   1.47659553085979E-02  -1.87370520230053E-01   1.74785219392889E-04  -3.53853906619417E-02   2.10006469573369E-02
  2.71892766672917E+01  -1.51209492115996E-05   1.47366723311555E-02  -1.87235793482797E-01   1.74223664897786E-04  -3.53285543915652E-02   2.09655507593029E-02
  2.71967771298206E+01  -1.50605445912230E-05   1.47074437686366E-02  -1.87101069158562E-01   1.73663888309862E-04  -3.52717996934716E-02   2.09305084382612E-02
  2.72042775923495E+01  -1.50003792771365E-05   1.46782695298900E-02  -1.86966347469003E-01   1.73105884100251E-04  -3.52151264738878E-02   2.08955199227667E-02
  2.72117780548784E+01  -1.49404523304357E-05   1.46491495238889E-02  -1.86831628625351E-01   1.72549646756898E-04  -3.51585346390891E-02   2.08605851414416E-02
  2.72192785174073E+01  -1.48807628158575E-05   1.46200836597317E-02  -1.86696912838412E-01   1.71995170784506E-04  -3.51020240953997E-02   2.08257040229752E-02
  2.72267789799362E+01  -1.48213098017667E-05   1.45910718466412E-02  -1.86562200318569E-01   1.71442450704494E-04  -3.50455947491931E-02   2.07908764961244E-02
  2.72342794424652E+01  -1.47620923601418E-05   1.45621139939646E-02  -1.86427491275778E-01   1.70891481054940E-04  -3.49892465068913E-02   2.07561024897132E-02
  2.72417799049941E+01  -1.47031095665609E-05   1.45332100111738E-02  -1.86292785919576E-01   1.70342256390535E-04  -3.49329792749662E-02   2.07213819326329E-02
  2.72492803675230E+01  -1.46443605001888E-05   1.45043598078650E-02  -1.86158084459075E-01   1.69794771282534E-04  -3.48767929599386E-02   2.06867147538421E-02
  2.72567808300519E+01  -1.45858442437622E-05   1.44755632937587E-02  -1.86023387102962E-01   1.69249020318708E-04  -3.48206874683791E-02   2.06521008823668E-02
  2.72642812925808E+01  -1.45275598835770E-05   1.44468203786995E-02  -1.85888694059506E-01   1.68704998103293E-04  -3.47646627069081E-02   2.06175402473003E-02
  2.72717817551097E+01  -1.44695065094740E-05   1.44181309726561E-02  -1.85754005536551E-01   1.68162699256943E-04  -3.47087185821957E-02   2.05830327778034E-02
  2.72792822176386E+01  -1.44116832148255E-05   1.43894949857214E-02  -1.85619321741521E-01   1.67622118416679E-04  -3.46528550009620E-02   2.05485784031040E-02
  2.72867826801675E+01  -1.43540890965223E-05   1.43609123281120E-02  -1.85484642881419E-01   1.67083250235845E-04  -3.45970718699773E-02   2.05141770524975E-02
  2.72942831426964E+01  -1.42967232549593E-05   1.43323829101684E-02  -1.85349969162825E-01   1.66546089384055E-04  -3.45413690960622E-02   2.04798286553467E-02
  2.73017836052253E+01  -1.42395847940228E-05   1.43039066423550E-02  -1.85215300791901E-01   1.66010630547149E-04  -3.44857465860877E-02   2.04455331410816E-02
  2.73092840677542E+01  -1.41826728210770E-05   1.42754834352595E-02  -1.85080637974388E-01   1.65476868427142E-04  -3.44302042469756E-02   2.04112904391997E-02
  2.73167845302831E+01  -1.41259864469505E-05   1.42471131995935E-02  -1.84945980915607E-01   1.64944797742178E-04  -3.43747419856980E-02   2.03771004792661E-02
  2.73242849928120E+01  -1.40695247859232E-05   1.42187958461919E-02  -1.84811329820460E-01   1.64414413226481E-04  -3.43193597092783E-02   2.03429631909128E-02
  2.73317854553410E+01  -1.40132869557130E-05   1.41905312860131E-02  -1.84676684893431E-01   1.63885709630308E-04  -3.42640573247907E-02   2.03088785038396E-02
  2.73392859178699E+01  -1.39572720774628E-05   1.41623194301385E-02  -1.84542046338583E-01   1.63358681719901E-04  -3.42088347393606E-02   2.02748463478137E-02
  2.73467863803988E+01  -1.39014792757269E-05   1.41341601897731E-02  -1.84407414359563E-01   1.62833324277443E-04  -3.41536918601647E-02   2.02408666526695E-02
  2.73542868429277E+01  -1.38459076784588E-05   1.41060534762446E-02  -1.84272789159600E-01   1.62309632101005E-04  -3.40986285944310E-02   2.02069393483088E-02
  2.73617873054566E+01  -1.37905564169973E-05   1.40779992010040E-02  -1.84138170941504E-01   1.61787600004504E-04  -3.40436448494394E-02   2.01730643647012E-02
  2.73692877679855E+01  -1.37354246260541E-05   1.40499972756251E-02  -1.84003559907669E-01   1.61267222817653E-04  -3.39887405325211E-02   2.01392416318833E-02
  2.73767882305144E+01  -1.36805114437006E-05   1.40220476118046E-02  -1.83868956260073E-01   1.60748495385917E-04  -3.39339155510595E-02   2.01054710799593E-02
  2.73842886930433E+01  -1.36258160113552E-05   1.39941501213618E-02  -1.83734360200276E-01   1.60231412570463E-04  -3.38791698124899E-02   2.00717526391009E-02
  2.73917891555722E+01  -1.35713374737704E-05   1.39663047162388E-02  -1.83599771929423E-01   1.59715969248118E-04  -3.38245032242997E-02   2.00380862395472E-02
  2.73992896181011E+01  -1.35170749790199E-05   1.39385113085000E-02  -1.83465191648244E-01   1.59202160311316E-04  -3.37699156940284E-02   2.00044718116047E-02
  2.74067900806300E+01  -1.34630276784863E-05   1.39107698103326E-02  -1.83330619557052E-01   1.58689980668060E-04  -3.37154071292682E-02   1.99709092856473E-02
  2.74142905431589E+01  -1.34091947268478E-05   1.38830801340458E-02  -1.83196055855747E-01   1.58179425241868E-04  -3.36609774376636E-02   1.99373985921166E-02
  2.74217910056879E+01  -1.33555752820662E-05   1.38554421920713E-02  -1.83061500743814E-01   1.57670488971735E-04  -3.36066265269120E-02   1.99039396615213E-02
  2.74292914682168E+01  -1.33021685053738E-05   1.38278558969629E-02  -1.82926954420323E-01   1.57163166812078E-04  -3.35523543047633E-02   1.98705324244379E-02
  2.74367919307457E+01  -1.32489735612613E-05   1.38003211613966E-02  -1.82792417083932E-01   1.56657453732698E-04  -3.34981606790206E-02   1.98371768115101E-02
  2.74442923932746E+01  -1.31959896174649E-05   1.37728378981701E-02  -1.82657888932884E-01   1.56153344718732E-04  -3.34440455575400E-02   1.98038727534493E-02
  2.74517928558035E+01  -1.31432158449543E-05   1.37454060202032E-02  -1.82523370165009E-01   1.55650834770606E-04  -3.33900088482308E-02   1.97706201810341E-02
